Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
MOON'S MARKET,301 S CLARENCE ST,LOS ANGELES,CA,90033,93,A
SPIN FISH POKE HOUSE,372 E 2ND ST,LOS ANGELES,CA,90012,96,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,92,A
J AND P DELI,307 6TH ST,LOS ANGELES,CA,90014,95,A
MAIN MINI MARKET,2800 S MAIN ST,LOS ANGELES,CA,90007,94,A
CHICKEN ON FIRE,8500 W OLYMPIC BLVD STE B,LOS ANGELES,CA,90035,96,A
CRENSHAW FISH MARKET,3407 CRENSHAW BLVD,LOS ANGELES,CA,90016,93,A
NEW JAPAN,11283 SANTA MONICA BLVD,LOS ANGELES,CA,90025,81,B
SHARON;S GOOD EATS,227 N BROADWAY # #158,LOS ANGELES,CA,90012,94,A
HONG KONG EXPRESS/KING DONUT,2959 CRENSHAW BLVD,LOS ANGELES,CA,90016,90,A
VALERIE CONFECTIONS,3360 W 1ST ST,LOS ANGELES,CA,90004,96,A
BEST MARKET,4275 S HOOVER ST,LOS ANGELES,CA,90037,96,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,91,A
CAFE FELIZ,799 TOWNE AVE,LOS ANGELES,CA,90021,93,A
TUTTI FRUTTI,312 E 11TH ST,LOS ANGELES,CA,90015,96,A
HAPPY DONUTS,4157 EAGLE ROCK BLVD STE 5,LOS ANGELES,CA,90065,97,A
FAIR MARKET,10458 NATIONAL BLVD,LOS ANGELES,CA,90034,98,A
EBAES,2314 S UNION AVE,LOS ANGELES,CA,90007,93,A
EL JACALITO,12618 W WASHINGTON BLVD,LOS ANGELES,CA,90066,96,A
CARNICERIA LA OAXAQUENA,3701 W PICO BLVD,LOS ANGELES,CA,90019,80,B
BROADWAY DELI,659 S BROADWAY ST # 104,LOS ANGELES,CA,90014,93,A
JUANITA'S KITCHEN,650 N MAIN ST,LOS ANGELES,CA,90012,90,A
PALMS SUPERMARKET,3568 MOTOR AVE,LOS ANGELES,CA,90034,86,B
BIRD'S NEST CAFE,2403 S VERMONT AVE,LOS ANGELES,CA,90007,97,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,84,B
MIA JEE TANDOORI LLC,205 S VERMONT AVE,LOS ANGELES,CA,90004,90,A
WING FACTORY,2454 W PICO BLVD,LOS ANGELES,CA,90006,98,A
EL NUEVO PARAISO,6711 N FIGUEROA ST,LOS ANGELES,CA,90042,95,A
TWO BOOTS PIZZA,828 S BROADWAY,LOS ANGELES,CA,90014,92,A
RAMEN CHAMP,727 N BROADWAY STE 203,LOS ANGELES,CA,90012,91,A
TOYIN MINI MARKET,1636 W VERNON AVE,LOS ANGELES,CA,90062,97,A
THE DETOUR,12473 W WASHINGTON BLVD,LOS ANGELES,CA,90066,99,A
FACEBOOK PLAYA VISTA,12777 W JEFFERSON BLVD,LOS ANGELES,CA,90066,98,A
CAMPOS,2639 S ROBERTSON BLVD,LOS ANGELES,CA,90039,92,A
POLLO CAMPERO #24,2116 W 7TH ST,LOS ANGELES,CA,90057,97,A
MINI MARKET LA BENDICION,4824 S WESTERN AVE,LOS ANGELES,CA,90062,93,A
SUBWAY #13476,3627 S LA BREA AVE,LOS ANGELES,CA,90016,95,A
LA BARCA,2414 S VERMONT AVE,LOS ANGELES,CA,90007,93,A
VILLAGE PIZZERIA,131 N LARCHMONT BLVD,LOS ANGELES,CA,90004,93,A
MERCADO,3413 CAHUENGA BLVD,LOS ANGELES,CA,90068,92,A
GLOBAL CUISINE,3315 N CAHUENGA WEST BLVD,LOS ANGELES,CA,90068,94,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,91,A
CAFE MANNEQUIN,850 S BROADWAY ST # LOBBY,LOS ANGELES,CA,90014,90,A
SILVERCREST KITHCHEN,947 S HOOVER ST,LOS ANGELES,CA,90006,100,A
ARCLIGHT CINEMAS,6360 W SUNSET BLVD,LOS ANGELES,CA,90028,94,A
MITAKI JAPANSE RESTAURANT 2,630 W 6TH ST STE 110D,LOS ANGELES,CA,90017,92,A
ASTRO DOUGHNUTS & FRIED CHICKEN,516 W 6TH ST,LOS ANGELES,CA,90014,99,A
NAAN HUT,11551 SANTA MONICA BLVD # #2,LOS ANGELES,CA,90025,81,B
MAYFLOWER SEAFOOD CHINESE RE,679 N SPRING ST,LOS ANGELES,CA,90012,82,B
HARVARD WESTLAKE SCHOOL,700 N FARING RD,LOS ANGELES,CA,90077,98,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,93,A
FORTY CARROTS AT BLOOMINGDALES,10250 SANTA MONICA BLVD,LOS ANGELES,CA,90067,93,A
COGNOSCENTI COFFEE,1118 SAN JULIAN ST,LOS ANGELES,CA,90015,96,A
FRED'S BAKERY & DELI,2831 S ROBERTSON BLVD,LOS ANGELES,CA,90034,90,A
TACO LIMON,700 EXPOSITION PARK DR,LOS ANGELES,CA,90037,91,A
GRAND CLASSIC OIL,7550 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,91,A
CILANTRO FRESH MEXICAN FOOD,6308 W 89TH ST,LOS ANGELES,CA,90045,93,A
B TWENTY FOUR,2223 N BROADWAY,LOS ANGELES,CA,90031,90,A
PAPA JOHN'S PIZZA,9844 NATIONAL BLVD,LOS ANGELES,CA,90034,94,A
CHINA KING EXPRESS,1901 E GAGE AVE,LOS ANGELES,CA,90001,92,A
SOPHIA'S MARKET,10215 S VERMONT AVE,LOS ANGELES,CA,90044,100,A
LA NEIGE BAKING ROOM CO,843 N BROADWAY,LOS ANGELES,CA,90012,92,A
LAMP VILLAGE,527 CROCKER ST,LOS ANGELES,CA,90013,97,A
KELLY'S CAFE,606 S OLIVE ST LL-15,LOS ANGELES,CA,90014,94,A
AKI RESTAURANT,11513 SANTA MONICA BLVD,LOS ANGELES,CA,90025,90,A
AMERICAN RANCH & SEAFOOD MKT OF LA,1001 N VERMONT AVE,LOS ANGELES,CA,90029,97,A
OLYNPIAN BURGERS,2701 S VERMONT AVE,LOS ANGELES,CA,90007,97,A
PASEO CHAPIN,2220 W 7TH ST,LOS ANGELES,CA,90057,91,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,97,A
OLGA'S NATURALLY,3560 LA CIENEGA BLVD,LOS ANGELES,CA,90016,90,A
A & W MARKET,1582 1/2 W VERNON AVE,LOS ANGELES,CA,90062,93,A
N'ICE CREAM,12746 JEFFERSON BLVD STE 2160,LOS ANGELES,CA,90094,96,A
EL CAMACHO RESTAURANT,2019 W VENICE BLVD,LOS ANGELES,CA,90006,82,B
TRIMANA GRILL,6246 WILSHIRE BLVD,LOS ANGELES,CA,90048,92,A
STUDY HALL,2827 S HOOVER ST,LOS ANGELES,CA,90007,91,A
TORTILLERIA,1300 W 24TH ST,LOS ANGELES,CA,90007,95,A
DELICIOUS PASTRY AND BAKERY,2346 W PICO BLVD,LOS ANGELES,CA,90006,91,A
"F & J LIQUOR, INC.",5360 CRENSHAW BLVD,LOS ANGELES,CA,90043,94,A
FARMACIA SAN MARTIN,1554 W ADAMS BLVD,LOS ANGELES,CA,90007,99,A
SHUHARI,1522 ABBOT KINNEY,LOS ANGELES,CA,90291,92,A
BACKYARD BOWLS,801 S HOPE ST STE D,LOS ANGELES,CA,90017,91,A
TOASTEA,600 W 7TH ST,LOS ANGELES,CA,90017,96,A
DOMINO'S PIZZA,2815 S ROBERTSON BLVD,LOS ANGELES,CA,90034,91,A
MOTHER'S NUTRITIONAL CENTER,2238 E 1ST ST,LOS ANGELES,CA,90033,99,A
GUATEMALA IMPORTS,2212 W 7TH ST,LOS ANGELES,CA,90057,94,A
AM & PM MINIMARKET,2466 RIVERSIDE DR,LOS ANGELES,CA,90039,95,A
EMMANUEL BAPTIST RESCUE MISS,530 E 5TH ST,LOS ANGELES,CA,90013,98,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,95,A
KARMA LOUNGE,3954 BEVERLY BLVD STE 255,LOS ANGELES,CA,90004,95,A
SULTAN RESTAURANT,311 W 6TH ST,LOS ANGELES,CA,90014,92,A
TAWANNA THAI,6236 WILSHIRE BLVD,LOS ANGELES,CA,90048,91,A
PITA KITCHEN,6256 WILSHIRE BLVD,LOS ANGELES,CA,90048,90,A
CALIFORNIA ROLL & SUSHI FISH,125 N LARCHMONT BLVD,LOS ANGELES,CA,90004,83,B
NHM GRILL-TRI MANA,900 EXPOSITION BLVD,LOS ANGELES,CA,90007,95,A
TERMINAL MARKET,1725 E 7TH ST # F,LOS ANGELES,CA,90021,97,A
CALIFORNIA ROLL & SUSHI FISH,2081 N HILLHURST AVE # A,LOS ANGELES,CA,90027,92,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,91,A
RED HERRING,1661 COLORADO BLVD,LOS ANGELES,CA,90041,97,A
MAIN SNACK SHOP,1600 W SLAUSON AVE # #H-27,LOS ANGELES,CA,90047,96,A
TOSCANOVA,10250 STA MON BLVD STE 192,LOS ANGELES,CA,90067,91,A
JUANITA CAFE,717 S BROADWAY,LOS ANGELES,CA,90014,90,A
LITTLE CAESAR #5909,1910 S SAN PEDRO ST,LOS ANGELES,CA,90011,94,A
CARMINE'S II,10463 SANTA MONICA BLVD,LOS ANGELES,CA,90025,94,A
TRIMANA,700 EXPOSITION PARK DR,LOS ANGELES,CA,90007,96,A
FEAST KITCHEN AND GRILL,6282 W HOLLYWOOD BLVD,LOS ANGELES,CA,90028,92,A
TACO BELL #33625,1401 MARTIN LUTHER KING BLVD,LOS ANGELES,CA,90062,94,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,96,A
NATURES BREW,2316 S UNION AVE,LOS ANGELES,CA,90007,94,A
DOWNTOWN WOMENS CTR KITCHEN,442 S SAN PEDRO ST,LOS ANGELES,CA,90013,97,A
L & G MINI MARKET,6415 1/2 S VERMONT AVE,LOS ANGELES,CA,90044,90,A
DA POKE SPOT,12746 W JEFFERSON BLVD,LOS ANGELES,CA,90094,90,A
YOSHINOYA BEEF BOWL,2850 CRENSHAW BLVD # #C,LOS ANGELES,CA,90016,98,A
SUPERIOR GROCERS,3480 S LA BREA AVE,LOS ANGELES,CA,90016,94,A
LOCK & KEY,239 S VERMONT AVE,LOS ANGELES,CA,90004,90,A
BIG 7 LIQUORS,10217 VENICE BLVD,LOS ANGELES,CA,90034,99,A
WAX PAPER,2902 KNOX AVE,LOS ANGELES,CA,90039,98,A
KING TACO #109,2400 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,99,A
MICELIS KITCHEN,3655 CAHUENGA BLVD W,LOS ANGELES,CA,90068,94,A
FOLLOW THE LEADER FOOD SERVICE,8451 S VERMONT AVE,LOS ANGELES,CA,90044,95,A
THE SECRET,3950 BEVERLY BLVD,LOS ANGELES,CA,90004,97,A
COCO FRESH TEA & JUICE,1113 S HOPE ST,LOS ANGELES,CA,90015,86,B
MR. BOBA,3805 W 6TH ST,LOS ANGELES,CA,90020,90,A
SUNNIN LEBANESE CAFE,1776 WESTWOOD BLVD,LOS ANGELES,CA,90024,91,A
AMC CENTURY CITY 15 LEVEL 1,10250 SANTA MONICA BLVD # 2000,LOS ANGELES,CA,90067,94,A
CH HANGAN INC,3470 W 6TH ST STE 9,LOS ANGELES,CA,90020,94,A
STOUT,1544 N CAHUENGA BLVD,LOS ANGELES,CA,90028,92,A
LOUISIANA FRIED CHICKEN & CHINESE FOOD,4411 S WESTERN AVE,LOS ANGELES,CA,90062,93,A
DODGER STADIUM,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,90,A
AMANDINE PATISSERIE CAFE DTLA,650 S HILL ST # K-10,LOS ANGELES,CA,90014,90,A
AMC CENTURY CITY 15 LEVEL 1,10250 SANTA MONICA BLVD # 2000,LOS ANGELES,CA,90067,94,A
HARRIS MARKET,10624 JUNIPER ST,LOS ANGELES,CA,90002,95,A
LAO TAO STREET FOOD,727 N BROADWAY # 207,LOS ANGELES,CA,90012,96,A
NICE COFFEE,525 S FLOWER ST,LOS ANGELES,CA,90071,95,A
TRIMANA,700 EXPOSITION PARK DR,LOS ANGELES,CA,90007,97,A
UNDERGRIND CAFE,2713 S ROBERTSON BLVD,LOS ANGELES,CA,90034,93,A
QWENCH 9TH AND FLOWER,645 W 9TH ST STE 109,LOS ANGELES,CA,90017,91,A
TENDER GREENS,523 W 6TH ST,LOS ANGELES,CA,90017,95,A
LET'S ROLL SUSHI,6306 W 89TH ST,LOS ANGELES,CA,90045,94,A
THE SIPP,1855 MANCHESTER AVE # 112,LOS ANGELES,CA,90047,98,A
YOSHINOYA #1238,1900 S SAN PEDRO ST,LOS ANGELES,CA,90011,93,A
"SUN NONG DAN FOODS, INC",3470 W 6TH ST # 7,LOS ANGELES,CA,90020,81,B
GRACIELAS,2553 W PICO BLVD,LOS ANGELES,CA,90006,90,A
BRU'S COUNTER,10700 SANTA MONICA BLVD #150,LOS ANGELES,CA,90025,97,A
AMERICAN DELI,1600 W SLAUSON AVE # f-27,LOS ANGELES,CA,90047,92,A
24 HOUR FITNESS,9911 W PICO BLVD # A,LOS ANGELES,CA,90035,96,A
AMERICAN RANCH & SEAFOOD MKT OF LA,1001 N VERMONT AVE,LOS ANGELES,CA,90029,93,A
LA SALSA RESTAURANT,2122 W 7TH ST,LOS ANGELES,CA,90057,90,A
BIERGARTEN,206 N WESTERN AVE,LOS ANGELES,CA,90004,81,B
LA NUEVA ESTRELLA BAKERY,1900 W 7TH ST,LOS ANGELES,CA,90057,88,B
7-ELEVEN -#35374A,728 W VERNON AVE,LOS ANGELES,CA,90037,95,A
SANTEE FALAFEL,1335 S SANTEE ST,LOS ANGELES,CA,90015,92,A
TAM'S #2 BURGERS,4301 S FIGUEROA ST,LOS ANGELES,CA,90037,90,A
YANGJI GAMJATANG,3470 W 6TH ST STE 6,LOS ANGELES,CA,90020,86,B
NAIRI MEAT & DELI,5065 HOLLYWOOD BLVD # 108,LOS ANGELES,CA,90027,91,A
RODA'S RESTAURANT,611 W VERNON AVE,LOS ANGELES,CA,90037,97,A
BANGLA BAZAR AND RESTAURANT,4205 1/2 W 3RD ST,LOS ANGELES,CA,90020,90,A
CHICK-FIL-A @ UCLA IN-LINE,900 WESTWOOD BLVD,LOS ANGELES,CA,90024,92,A
WALGREENS #07482,1800 W SLAUSON AVE,LOS ANGELES,CA,90047,94,A
LINDO RINCON DE NAYARIT,7723 S CENTRAL AVE,LOS ANGELES,CA,90001,91,A
NORTHGATE MARKET #37,425 S SOTO ST,LOS ANGELES,CA,90033,95,A
PHILLY'S PIZZA & GRILL #1,8500 W OLYMPIC BLVD STE D,LOS ANGELES,CA,90035,92,A
SHELL STATION,1541 S CENTRAL AVE,LOS ANGELES,CA,90021,92,A
VEES CAFE,5418 W ADAMS BLVD,LOS ANGELES,CA,90016,95,A
NAIRI RESTAURANT,5075 HOLLYWOOD BLVD # #110,LOS ANGELES,CA,90027,91,A
NORTHGATE MARKET #37,425 S SOTO ST,LOS ANGELES,CA,90033,97,A
TAM'S NUMBER 6,10023 S FIGUEROA ST,LOS ANGELES,CA,90003,91,A
LA NUEVA FLOR BLANCO SALVADORENA GRILL Y MARISCOS,4271 BEVERLY BLVD,LOS ANGELES,CA,90004,96,A
CESAR CHAVEZ LIQUOR,3563 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90063,95,A
DOMINO'S PIZZA # 8173,5524 YORK BLVD,LOS ANGELES,CA,90042,98,A
LONO,6611 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,92,A
THAI ANGEL,149 N WESTERN AVE,LOS ANGELES,CA,90004,90,A
MR SUBMARINE,1033 S MAPLE AVE # B,LOS ANGELES,CA,90015,97,A
NUSHII,1055 BROXTON AVE,LOS ANGELES,CA,90024,91,A
SUN UNOCAL,5376 HUNTINGTON DR S,LOS ANGELES,CA,90032,94,A
OSTIONERIA COLINA SEAFOOD RESTAURANT,1465 W 3RD ST,LOS ANGELES,CA,90017,96,A
LINDA'S MARKET,4117 MISSION RD,LOS ANGELES,CA,90031,93,A
DIAMOND DONUTS AND CHINESE DELI,639 E EL SEGUNDO BLVD,LOS ANGELES,CA,90059,92,A
JR MARKET DISCOUNT,8322 S AVALON BLVD,LOS ANGELES,CA,90003,92,A
THE COUNTER,7917 SUNSET BLVD,LOS ANGELES,CA,90028,95,A
HONG SANG LUNG CO,930 CHUNG KING RD,LOS ANGELES,CA,90015,95,A
HYATT REGENCY LAX,6225 W CENTURY BLVD,LOS ANGELES,CA,90045,99,A
FAMILY RESTAURANTE Y PUPUSERIA,2116 S LA BREA AVE,LOS ANGELES,CA,90016,90,A
BIBIGO,1091 BROXTON AVE,LOS ANGELES,CA,90024,90,A
LA BURGER BAR,8581 W PICO BLVD,LOS ANGELES,CA,90035,85,B
NANCY'S BAKERY,12617 W WASHINGTON BLVD,LOS ANGELES,CA,90066,95,A
DONA INEZ RESTAURANTE TU COCINA MEXICANA,847 SANTEE ST,LOS ANGELES,CA,90014,93,A
LA FLOR MEAT MARKET,9809 S SAN PEDRO ST,LOS ANGELES,CA,90003,95,A
MCDONALD'S #29411,1160 E ROSECRANS AVE,LOS ANGELES,CA,90059,98,A
TACOS EL UNICO,10006 S NORMANDIE AVE,LOS ANGELES,CA,90047,93,A
SNOW WHITE CAFE,6769 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,91,A
YOGURTLAND WESTCHESTER,8752 S SEPULVEDA BLVD # B,LOS ANGELES,CA,90045,100,A
TACO HOUSE #3,827 S SANTEE ST,LOS ANGELES,CA,90014,95,A
EL POLLO LOCO #3364,12860 W WASHINGTON BLVD,LOS ANGELES,CA,90066,97,A
ROCKET FIZZ,1067 BROXTON AVE,LOS ANGELES,CA,90024,97,A
CHIVAS FARM MARKET,7902 S BROADWAY AVE,LOS ANGELES,CA,90003,90,A
BAMBOO INN,2005 W 7TH ST,LOS ANGELES,CA,90057,94,A
THE ORIGINAL RINALDI'S DELI AND CAFE,6171 W CENTURY BLVD # 1068,LOS ANGELES,CA,90045,99,A
ARCO SMOG PROS,3949 E DENNISON ST,LOS ANGELES,CA,90023,97,A
SHAHERZARD RESTAURANT,1422 WESTWOOD BLVD,LOS ANGELES,CA,90024,90,A
RESTAURANT LA GUADALUPANA,1422 W 6TH ST,LOS ANGELES,CA,90017,91,A
RINCON GUAHACO RESTAURANT,2015 W 7TH ST,LOS ANGELES,CA,90057,90,A
MO MO SUSHI,8500 W OLYMPIC BLVD E,LOS ANGELES,CA,90035,95,A
JACK IN THE BOX #3262,5101 W JEFFERSON BLVD,LOS ANGELES,CA,90016,90,A
INT'L HOUSE OF PANCKAKES,1880 W SLAUSON AVE,LOS ANGELES,CA,90047,96,A
BLUE HOLE CARIBBEAN CUISINE,2166 W SLAUSON AVE,LOS ANGELES,CA,90047,91,A
SAY'S RASPADOS DE FRUTAS NAT,900 S WESTMORELAND AVE # #B,LOS ANGELES,CA,90006,92,A
DENNY'S,1060 TIVERTON AVE,LOS ANGELES,CA,90024,91,A
SUPER TIENDA LATINA,10423 S NORMANDIE AVE,LOS ANGELES,CA,90044,92,A
CALIFORNIA GOGI,3742 S FIGUEROA ST,LOS ANGELES,CA,90007,96,A
PANADERIA-LA AUETZALTECA,1610 W 6TH ST,LOS ANGELES,CA,90017,93,A
ALEX SANDWICH,1242 S SANTEE ST # A,LOS ANGELES,CA,90015,84,B
HOTEL NORMANDIE,605 S NORMANDIE AVE,LOS ANGELES,CA,90005,91,A
HOTEL NORMANDIE,605 S NORMANDIE AVE,LOS ANGELES,CA,90005,92,A
SUBWAY,1251 E OLYMPIC BLVD,LOS ANGELES,CA,90021,90,A
THAI FOOD EXPRESS,1406 W 6TH ST,LOS ANGELES,CA,90017,96,A
ROOM FORTY,6441 N FIGUEROA ST,LOS ANGELES,CA,90042,95,A
EAGLE'S LODGE,1596 YOSEMITE DR,LOS ANGELES,CA,90041,96,A
TBLA CATERING & CAFE,765 S SANTEE ST,LOS ANGELES,CA,90014,94,A
TACOS EL RAYO #2,8025 AVALON BLVD,LOS ANGELES,CA,90003,97,A
PANADERIA AMARILLA,1201 SANTEE ST,LOS ANGELES,CA,90015,80,B
SUSHI NABEEYA,766 SANTEE ST,LOS ANGELES,CA,90014,92,A
ONE 80 PIZZERIA,8519 W PICO BLVD,LOS ANGELES,CA,90035,93,A
FOSTER FREEZE,2704 E WHITTIER BLVD,LOS ANGELES,CA,90023,92,A
LOS ANGELES MISSION WOMENS KITCHEN,310 E WINSTON ST,LOS ANGELES,CA,90013,96,A
FRED  JORDAN MISSION,445 TOWNE AVE,LOS ANGELES,CA,90013,90,A
UNION RESCUE MISSION,545 S SAN PEDRO ST,LOS ANGELES,CA,90013,97,A
L.A. MISSION MENS KITCHEN,303 E 5TH ST,LOS ANGELES,CA,90013,91,A
ROTARY HOUSE-CAFETERIA,543 CROCKER ST,LOS ANGELES,CA,90013,92,A
MIDNIGHT MISSION,601 S SAN PEDRO ST,LOS ANGELES,CA,90014,95,A
PROJECT TACO,6325 WILSHIRE BLVD,LOS ANGELES,CA,90048,92,A
EL GALLO GIRO,701 E JEFFERSON BLVD,LOS ANGELES,CA,90011,96,A
BROTHERS BBQ,7725 CRENSHAW BLVD,LOS ANGELES,CA,90043,80,B
CINCO,7241 W MANCHESTER AVE,LOS ANGELES,CA,90045,96,A
PHAT DADDY'S,2312 1/2 W 48TH ST,LOS ANGELES,CA,90045,94,A
BROTHERS BAKERY AND GROCERY,5209 W SUNSET BLVD,LOS ANGELES,CA,90027,90,A
RALPHS MARKET #278,8701 LINCOLN BLVD,LOS ANGELES,CA,90045,95,A
JEFFERSON MARKET,842 E JEFFERSON BLVD,LOS ANGELES,CA,90011,93,A
JACK IN THE BOX # 3339,1335 S SOTO ST,LOS ANGELES,CA,90023,92,A
LA CREME CAFE,7376 MELROSE AVE,LOS ANGELES,CA,90046,91,A
LA FIESTA BAKERY AND RESTAURANT,1442 W MARTIN LUTHER KING JR,LOS ANGELES,CA,90062,97,A
EGG ROLL KING,3111 N SAN FERNANDO RD,LOS ANGELES,CA,90065,93,A
WOODY'S BAR-B-Q,3446 W SLAUSON AVE,LOS ANGELES,CA,90043,90,A
LA PUERTA,1720 E FLORENCE AVE,LOS ANGELES,CA,90001,96,A
FOUR CAFE,2122 1/2 COLORADO BLVD,LOS ANGELES,CA,90041,90,A
CIRCLE H MARKETS INC,3131 N SAN FERNANDO RD,LOS ANGELES,CA,90065,92,A
RESIDENT,428 S HEWITT ST,LOS ANGELES,CA,90013,97,A
NUMERO UNO MARKET (MEAT),701 E JEFFERSON BLVD,LOS ANGELES,CA,90011,95,A
POLLOS A LA BRASA,2161 COLORADO BLVD,LOS ANGELES,CA,90041,90,A
TOASTED AND ROASTED,7311 MELROSE AVE,LOS ANGELES,CA,90046,96,A
HONEY DONUTS,2812 E WASHINGTON BLVD,LOS ANGELES,CA,90023,92,A
FROMA ON MELROSE,7960 MELROSE AVE,LOS ANGELES,CA,90046,91,A
LEONARD'S,1735 W MANCHESTER AVE,LOS ANGELES,CA,90047,94,A
ROTEX YEO SOO RESTAURANT,3411 W OLYMPIC BLVD,LOS ANGELES,CA,90019,93,A
PA 2014 ENTERTAINMENT INC,1109 S SANTA FE AVE,LOS ANGELES,CA,90021,99,A
TAL'S CAFE,2701 W FLORENCE AVE,LOS ANGELES,CA,90043,90,A
HONG KONG BOWL,1632 FIRESTONE BLVD,LOS ANGELES,CA,90001,87,B
NANAY GLORIA BAKESHOP & RESTAURANT,2432 W TEMPLE ST,LOS ANGELES,CA,90026,93,A
MY MOM'S BAKE SHOP,2434 W TEMPLE ST,LOS ANGELES,CA,90026,92,A
TEMPLE SEAFOOD MARKET,2422 W TEMPLE ST,LOS ANGELES,CA,90026,93,A
EDIBLE ARRANGEMENTS - 250,8453 BEVERLY BLVD,LOS ANGELES,CA,90048,90,A
JITLADA RESTAURANT,5233 1/2 W SUNSET BLVD,LOS ANGELES,CA,90027,92,A
LA CHOUQUETTE,7350 MELROSE AVE # C,LOS ANGELES,CA,90036,97,A
TAMALES LUPITA,3027 N SAN FERNANDO RD STE 104,LOS ANGELES,CA,90065,94,A
ZEBULON,2478 FLETCHER DR,LOS ANGELES,CA,90039,93,A
BUDNAMU KOREAN BBQ HOUSE,809 S ARDMORE AVE,LOS ANGELES,CA,90005,83,B
WAYBACK BURGER'S,5445 W HOLLYWOOD BLVD # B,LOS ANGELES,CA,90027,95,A
LEONARDO'S RESTAURANT,6611 S ALAMEDA ST,LOS ANGELES,CA,90001,98,A
CARL'S JR #212,1751 S SOTO ST,LOS ANGELES,CA,90023,94,A
EL DORADO BOWLERO,8731 LINCOLN BLVD,LOS ANGELES,CA,90045,93,A
NATURE'S HOTLINE NATURAL SOUL FOOD CAFE,1444 W MARTIN LUTHER KING BLVD,LOS ANGELES,CA,90062,95,A
TACO SPOT,2006 COLORADO BLVD,LOS ANGELES,CA,90041,97,A
SSCM MARKET,6021 COMPTON AVE,LOS ANGELES,CA,90001,92,A
MCDONALD'S #24695,1900 W SLAUSON AVE,LOS ANGELES,CA,90047,91,A
CIARA WEST,6231 W 87TH ST,LOS ANGELES,CA,90045,96,A
SANTA BARBARA MINI MARKET,5037 COMPTON AVE,LOS ANGELES,CA,90011,94,A
CALIFORNIA PITA,201 N LOS ANGELES ST STE 9,LOS ANGELES,CA,90012,95,A
EL POLLO LOCO,8154 W SUNSET BLVD,LOS ANGELES,CA,90046,93,A
LADY CHOCOLATT,12008 WILSHIRE BLVD # 101,LOS ANGELES,CA,90025,99,A
ESTRADA AND SONS PRODUCE,751 S KERN AVE,LOS ANGELES,CA,90022,86,B
FRANKS LIQUOR & MARKET,10559 SANTA MONICA BLVD,LOS ANGELES,CA,90025,95,A
SWEETFIN POKE,8075 W 3RD ST,LOS ANGELES,CA,90048,91,A
LA GOLONDRINA,OLVERA ST W17,LOS ANGELES,CA,90012,90,A
CHINO'S CARNICERIA,1623 W 6TH ST,LOS ANGELES,CA,90017,92,A
CALIFORNIA SALSA,201 N LOS ANGELES ST #104,LOS ANGELES,CA,90012,95,A
ESTHER'S  RESTAURANT,1811 W 7TH ST,LOS ANGELES,CA,90057,86,B
TALAY THAI RESTAURANT,11314 SANTA MONICA BLVD,LOS ANGELES,CA,90025,97,A
HOWARD'S CAFE,1051 S ALVARADO ST,LOS ANGELES,CA,90006,98,A
SWEET ROSE CREAMERY,7565 BEVERLY BLVD,LOS ANGELES,CA,90036,95,A
SINULANG ALLKELANG,1032 S CRENSHAW BLVD STE B,LOS ANGELES,CA,90019,90,A
EDENDALE,2838 ROWENA AVE,LOS ANGELES,CA,90039,96,A
ANDANTE COFFEE,7623 BEVERLY BLVD,LOS ANGELES,CA,90036,92,A
LOS ORIENTALES MEXICAN FOOD,5803 N FIGUEROA ST APT 203,LOS ANGELES,CA,90042,93,A
IHOP #782,8600 S SEPULVEDA BLVD # #0000,LOS ANGELES,CA,90045,95,A
PLAYAS LAS TUNAS,1107 S ALVARADO ST STE 112,LOS ANGELES,CA,90006,85,B
OBICA,10250 SANTA MONICA BLVD STE 206,LOS ANGELES,CA,90067,90,A
A B C EXPRESS,1822 W 7TH ST,LOS ANGELES,CA,90057,90,A
KURA JAPANESE CUISINE,8162 W SUNSET BLVD,LOS ANGELES,CA,90046,95,A
BOSTON MARKET #850,8901 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,96,A
PA2HG GRILL,11033 SANTA MONICA BLVD,LOS ANGELES,CA,90025,94,A
HEYRI COFFEE,755 S HOBART BLVD,LOS ANGELES,CA,90005,90,A
